LON,LAT,EDO,CLAVE,ESTACION,01/10/20,,
-95.627778,18.716667,VER,RALVC,"Radar Alvarado, Ver.",80.6,,
-96.713889,20.157778,VER,RAUVC,"El Raudal, Ver.",13.7,,
-97.809722,20.887222,VER,SBTVC,"Sombrerete, Ver.",70,,
-96.921389,19.578611,VER,SEDVC,"SedeÒo, Ver.",18.2,,
-95.183333,18.45,VER,SIHVC,"Sihuap·n, Ver.",122.9,,
-95.133333,17.883333,VER,SJEVC,"San Juan Evangelista, Ver.",78.2,,
-96.130556,19.085833,VER,SJNVC,"San JosÈ Novillero, Ver.",27.2,,
-95.033333,18.516667,VER,SONVC,"Sontecomapan, Ver.",227.3,,
-95.212778,18.450833,VER,STXVC,"San AndrÈs Tuxtla AC, Ver.",101.3,,
-96.488889,19.338889,VER,TAMVC,"Tamarindo, Ver.",50,,
-96.966667,19.45,VER,TAPVC,"Tapachapan, Ver.",170.7,,
-96.966667,19.383333,VER,TCOVC,"Teocelo, Ver.",104,,
-96.844722,19.068889,VER,TEPATLAXCO,"Tepatlaxco, Ver. SGT*",130.5,,
-97.125278,18.579722,VER,TLQVC,"Tlaquilpa, Ver.",49.5,,
-94.163333,17.571944,VER,TMOVC,"Tierra Morada, Ver.",520,,
-98.409444,21.499722,VER,TMPVC,"Tempoal, Ver.",11,,
-96.916667,19.811111,VER,TNCVC,"Tenochtitl·n, Ver.",57.1,,
-97.2225,19.921944,VER,TOMVC,"Tomata, Ver.",118.4,,
-96.950278,19.233611,VER,TOTVC,"Totutla, Ver.",63.7,,
-97.4,20.955556,VER,TXPVC,"Observatorio de Tuxpan, Ver.",62.9,,
-95.416667,18.466667,VER,TZAVC,"Tres Zapotes, Ver.",206.5,,
-96.1075,19.096389,VER,UGALVANESIME,"Ursulo Galv·n, Ver. SMN*",43.6,,
-95.7,18.075,VER,VAZVC,"Villa Azueta, Ver.",90,,
-96.111111,19.154167,VER,VERVC,"Observatorio de Veracruz, Ver.",206.3,,
-96.613889,19.022222,VER,VTEVC,"Villa Tejeda, Ver.",25,,
-96.85,19.55,VER,XCFVC,"Xalapa CFE, Ver.",31.2,,
-96.903889,19.542222,VER,XCRVC,"Xalapa Cristal, Ver.",19.7,,
-96.935556,19.547222,VER,XMGVC,"Xalapa Magisterial, Ver.",61,,
-96.916667,19.533333,VER,XOBVC,"Observatorio de Xalapa, Ver.",14.3,,
-96.871667,19.511667,VER,XOLVC,Xalapa Olmos,3.9,,
-96.915556,19.565833,VER,XREVC,"Xalapa RevoluciÛn, Ver.",57.8,,
-96.894444,19.555833,VER,XSUVC,"Xalapa Sumidero, Ver.",21,,
-97.388889,19.413889,VER,ZALVC,"Zalayeta, Ver.",0,,
-89.681111,20.649444,YUC,ABAYC,"Abal·, Yuc.",216,,
-89.218889,19.883056,YUC,BECYC,"BecanchÈn, Yuc.",129.5,,
-89.081667,20.463056,YUC,CANYC,"Cantamayec, Yuc.",242.8,,
-90.3825,20.858056,YUC,CELYC,"Celest˙n, Yuc. SMN*",413,,
-89.829444,20.752778,YUC,CHOYC,"Chochol·, Yuc.",448.9,,
-89.638056,21.03,YUC,CICYC,"Centro de InvestigaciÛn CientÌfica, Yuc.",513.1,,
-89.501111,21.078889,YUC,CONYC,"Conkal, Yuc.",809.2,,
-87.676667,21.5125,YUC,CYOYC,"El Cuyo, Yuc.",254.8,,
-89.658056,20.984167,YUC,GARYC,"Organismo de Cuenca PenÌnsula de Yucat·n, Yuc.",531.7,,
-89.651111,20.946389,YUC,MEOYC,"Observatorio de MÈrida, Yuc.",514.3,,
-89.4375,21.105556,YUC,MOCYC,"Mococh·, Yuc.",661.6,,
-89.291667,21.094167,YUC,MTOYC,"Motul, Yuc.",599.3,,
-89.711667,20.493333,YUC,MUNYC,"Muna, Yuc.",343.1,,
-89.394722,20.290556,YUC,OXKYC,"Oxkutzcab, Yuc.",149.1,,
-88.930833,20.1325,YUC,PETYC,"Peto, Yuc.",233,,
-89.65,21.3,YUC,PROGRESOob,"Observatorio de Progreso, Yuc. SMN*",450,,
-89.653889,21.275833,YUC,PROYC,"Observatorio de Progreso, Yuc.",536,,
-88.160278,21.571111,YUC,RILYC,"RÌo Lagartos, Yuc. SMN*",326,,
-88.160556,21.571667,YUC,RLAYC,"RÌo Lagartos, Yuc.",407.2,,
-89.046944,20.030278,YUC,TANYC,"TantaquÌn, Yuc.",297.1,,
-89.558056,20.397778,YUC,TICYC,"Ticul, Yuc.",249.5,,
-87.988889,21.161389,YUC,TIZIMIN,"TizimÌn, Yuc. SMN*",707.2,,
-88.1725,21.158611,YUC,TIZYC,"TizimÌn, Yuc.",613.5,,
-89.047222,20.030278,YUC,TNTYC,"TantaquÌn, Yuc. SMN*",188.3,,
-88.204167,20.69,YUC,VALYC,"Observatorio de Valladolid, Yuc.",632.5,,
-103.225278,22.327222,ZAC,ACHZC,"Achimec, Jal.",0,,
-103.459167,21.811389,ZAC,ATGZC,"Atolinga, Zac.",5,,
-103.098333,23.693333,ZAC,ELCZC,"El Cazadero, Zac.",8.4,,
-102.040833,22.673056,ZAC,ELSZC,"El Saladillo, Zac.",0,,
-103.35,21.645833,ZAC,EXCZC,"Miguel Alem·n, Zac.",6.5,,
-102.890833,23.173889,ZAC,FREZC,"Fresnillo, Zac.",0,,
-103.093333,22.933333,ZAC,GJAZC,"General JoaquÌn Amaro, Zac.",2,,
-102.506667,22.746667,ZAC,GPEZC,"Guadalupe, Zac.",1,,
-102.46,22.4875,ZAC,GRCZC,"Genaro Codina, Zac.",0,,
-103.397778,24.281667,ZAC,JALZC,"Juan Aldama, Zac.",0,,
-103.114167,21.404722,ZAC,JCHZC,"Juchipila, Zac.",8.8,,
-103.001944,22.642778,ZAC,JERZC,"Jerez, Zac.",0,,
-102.566944,22.778889,ZAC,LBUZC,"Observatorio de Zacatecas, Zac.",0,,
-103.603056,22.686944,ZAC,LFLZC,"La Florida, Zac.",63,,
-102.660556,22.996944,ZAC,LLBZC,"Llano Blanco, Zac.",0,,
-102.251667,22.438611,ZAC,LMOZC,"Luis Moya, Zac.",0,,
-103.382778,22.845278,ZAC,LOBZC,"Manuel Felgueres, Zac.",2.3,,
-101.985556,22.264722,ZAC,LORZC,"Loreto, Zac.",0,,
-103.216944,23.18,ZAC,LREZC,"Gobernador Leobardo Reynoso, Zac.",0,,
-103.363889,21.2125,ZAC,MORZC,"Mezquital del Oro, Zac.",0,,
-102.845556,21.3575,ZAC,NCTZC,"Nochistl·n, Zac.",5.6,,
-102.798056,22.347778,ZAC,PALZC,"Palomas, Zac.",6.6,,
-101.399167,22.1175,ZAC,PINZC,"Pino Su·rez, Zac.",0,,
-102.903611,21.711111,ZAC,PMOZC,"Los MoraleÒos, Zac.",7.5,,
-103.025833,23.816944,ZAC,RGRZC,"RÌo Grande, Zac.",0,,
-102.884444,24.322222,ZAC,SFOZC,"San Francisco, Zac.",0,,
-103.506111,24.288611,ZAC,SGOZC,"Santiago, Zac.",0,,
-103.636667,23.638889,ZAC,SOMZC,"Observatorio de Sombrerete, Zac.",0.3,,
-103.495833,22.326667,ZAC,STEZC,"Independencia Nacional, Zac.",0,,
-103.108889,22.923611,ZAC,STRZC,"Santa Rosa, Zac.",0,,
-102.864167,22.120556,ZAC,TAYZC,"Ing. Juli·n Adame Alatorre, Zac.",0,,
-103.879722,23.471944,ZAC,TCHZC,"Chalchihuites, Zac.",0,,
-101.715833,22.3475,ZAC,VHGZC,"Villa Hidalgo, Zac.",0,,
-103.3375,21.588889,ZAC,VILZC,"JosÈ MarÌa Morelos, Zac.",0,,
-102.506111,22.746667,ZAC,ZA2ZC,"Zacatecas, Zac. SMN*",0.8,,
-102.576667,22.761389,ZAC,ZACZC,"Zacatecas, Zac.",0,,
